latitude,longitude,soil_type,rainfall,avg_temp,tree_cover,suitability_score
-22.58277860747475,71.33821704710826,Peaty,1969.7109277759675,24.39420549399576,51.37915053714656,0.2900291936489059
81.12857515378491,12.994691883883348,Loamy,2871.4583871285845,8.762995222133316,40.31282224470515,0.9310099708852998
41.75890952605292,-68.57005813692201,Silty,1131.319455188548,16.934783367151955,10.536831224324796,0.3918239632835
17.758527155466595,112.9662070945015,Sandy,1398.126869790614,16.207958536308112,40.86996023160928,0.5467005205567683
-61.91664472036143,66.50322211939653,Silty,1448.3964748060594,32.402389556538594,73.33762074090771,0.5320216789842518
-61.92098633948352,-121.45790183583912,Sandy,2013.845394112207,31.99819901410913,57.679107374678544,0.5904310898226933
-79.5449498097241,147.93378641778327,Clay,1391.8301326000042,31.63402346735216,18.100793169212714,0.0613309556432826
65.91170623948832,116.11340745234082,Sandy,1833.779813249239,-9.44841928687671,77.7711591755028,0.3621762547987283
18.20070211377758,161.92796878509267,Peaty,2454.475824612573,27.47727422344441,52.48682759081943,0.7231282738825542
37.45306400328819,81.2590230198096,Loamy,2263.463985280509,27.93381950555024,77.3378689395741,0.2005602510729829
-86.29479102675556,40.82947053688434,Clay,1615.921616281464,23.91894114275709,56.41772150280235,0.2035783775463604
84.58377338915898,-29.432506935377205,Sandy,2660.540444185422,27.81323289457263,54.77507558703519,0.0100906066890247
59.83967534407592,155.78225400744475,Silty,1895.3506239846567,32.09851857483544,18.42073481576099,0.4374819266082097
-51.77896007791029,131.78300022014702,Clay,1849.7645987555316,13.515952705089283,23.388778651090234,0.882734380673422
-57.27150590272189,-163.72127876177183,Clay,585.4694148478955,15.10251067442236,87.76202051972729,0.051900943587309
-56.98718822638191,-170.50788918098928,Sandy,2966.732450892904,-3.764297154430477,28.27893974038166,0.1911187094960026
-35.23639626728321,-44.47318792390215,Clay,807.4270213240668,9.268794152368091,88.19616943922944,0.310084538342755
4.456157693802808,111.79919908145985,Silty,1077.8272810691165,22.168258995589213,52.55301652194107,0.7317247365642129
-12.249896644419168,175.41940655338,Clay,629.2420931038174,29.019988807363724,20.86312376511497,0.6406355928025865
-37.57875476435245,-125.84991920272984,Silty,2100.0074170922844,0.8604548845605269,17.944176220295436,0.415943904581855
20.133521050028307,33.88705752676864,Sandy,1061.7529424317,-3.10885504203823,26.7091256564592,0.7590689392583757
-64.89110508263246,-42.87929161283225,Loamy,950.0260936818088,23.15210022502461,84.05098640202687,0.6096310116569019
-37.41396326366073,169.16918321325716,Clay,721.3889605581035,-9.906005823754468,43.13201794625815,0.8960407996572191
